reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
84;2020-09-05;57;49;107;737;581;1321;29
84;2020-09-05;34;22;56;634;502;1136;39
84;2020-09-05;37;29;66;549;442;991;49
84;2020-09-05;17;18;35;481;394;875;59
84;2020-09-05;15;8;23;338;323;661;69
84;2020-09-05;13;11;24;275;291;566;79
84;2020-09-05;12;4;16;171;163;334;89
84;2020-09-05;5;2;7;78;28;106;90
84;2020-09-05;222;177;400;3972;3598;7581;0
93;2020-09-05;10;14;24;166;171;339;09
93;2020-09-05;28;22;50;251;264;518;19
93;2020-09-05;41;52;93;484;326;810;29
93;2020-09-05;33;30;63;441;327;769;39
93;2020-09-05;33;29;62;398;300;699;49
93;2020-09-05;29;23;52;377;312;692;59
93;2020-09-05;13;18;31;276;267;543;69
93;2020-09-05;8;9;17;239;212;452;79
93;2020-09-05;19;5;24;201;127;328;89
93;2020-09-05;7;2;10;135;53;189;90
93;2020-09-05;221;204;426;2969;2360;5341;0
94;2020-09-05;0;0;0;8;8;17;09
94;2020-09-05;0;1;1;15;27;42;19
94;2020-09-05;3;2;5;53;34;87;29
94;2020-09-05;1;2;3;44;28;72;39
94;2020-09-05;1;0;1;39;22;61;49
94;2020-09-05;2;2;4;34;30;64;59
94;2020-09-05;2;1;3;14;17;31;69
94;2020-09-05;0;1;1;20;16;36;79
94;2020-09-05;0;0;0;10;10;20;89
94;2020-09-05;1;0;1;6;1;7;90
94;2020-09-05;10;9;19;243;193;437;0
01;2020-09-06;0;0;0;1;1;2;09
01;2020-09-06;1;1;2;1;4;5;19
01;2020-09-06;1;1;2;2;3;5;29
01;2020-09-06;2;2;4;6;4;10;39
01;2020-09-06;1;0;1;8;4;12;49
01;2020-09-06;2;0;2;12;6;18;59
01;2020-09-06;2;1;3;8;5;13;69
01;2020-09-06;0;1;1;2;8;10;79
01;2020-09-06;1;1;2;1;2;3;89
01;2020-09-06;0;0;0;0;1;1;90
01;2020-09-06;10;7;17;41;38;79;0
02;2020-09-06;0;0;0;0;0;0;09
02;2020-09-06;0;0;0;0;0;0;19
02;2020-09-06;0;0;0;2;0;2;29
02;2020-09-06;0;0;0;1;2;3;39
02;2020-09-06;0;0;0;3;2;5;49
02;2020-09-06;0;0;0;8;6;14;59
02;2020-09-06;0;0;0;5;4;9;69
02;2020-09-06;0;0;0;1;2;3;79
02;2020-09-06;0;0;0;0;0;0;89
02;2020-09-06;0;0;0;0;0;0;90
02;2020-09-06;0;0;0;20;16;36;0
03;2020-09-06;0;0;0;3;1;4;09
03;2020-09-06;4;3;7;8;8;16;19
03;2020-09-06;1;0;1;6;8;14;29
03;2020-09-06;2;1;3;9;8;18;39
03;2020-09-06;2;2;4;9;6;16;49
03;2020-09-06;1;2;4;8;7;16;59
03;2020-09-06;0;0;0;5;5;10;69
03;2020-09-06;1;0;1;2;1;3;79
03;2020-09-06;0;0;0;0;0;0;89
03;2020-09-06;0;0;0;0;0;0;90
03;2020-09-06;11;8;20;50;44;97;0
04;2020-09-06;2;1;3;21;21;42;09
04;2020-09-06;0;2;2;18;18;36;19
04;2020-09-06;2;1;3;47;24;71;29
04;2020-09-06;2;2;4;54;32;86;39
04;2020-09-06;3;0;3;21;29;50;49
04;2020-09-06;0;0;0;23;23;46;59
04;2020-09-06;2;0;2;24;27;51;69
04;2020-09-06;0;0;0;8;8;16;79
04;2020-09-06;0;0;0;3;8;11;89
04;2020-09-06;0;0;0;2;1;3;90
04;2020-09-06;11;6;17;221;191;412;0
05;2020-09-06;0;0;0;0;0;0;09
05;2020-09-06;0;0;0;0;0;0;19
05;2020-09-06;0;0;0;0;0;0;29
05;2020-09-06;0;0;0;0;0;0;39
05;2020-09-06;0;0;0;0;0;0;49
05;2020-09-06;0;0;0;0;0;0;59
05;2020-09-06;0;0;0;0;0;0;69
05;2020-09-06;0;0;0;0;0;0;79
05;2020-09-06;0;0;0;0;0;0;89
05;2020-09-06;0;0;0;0;0;0;90
05;2020-09-06;0;0;0;0;0;0;0
06;2020-09-06;0;0;0;0;1;1;09
06;2020-09-06;0;1;1;19;13;32;19
06;2020-09-06;1;0;1;27;13;40;29
06;2020-09-06;0;0;0;9;14;23;39
06;2020-09-06;1;1;2;11;13;24;49
06;2020-09-06;0;1;1;1;7;8;59
06;2020-09-06;0;0;0;2;4;6;69
06;2020-09-06;0;0;0;2;0;2;79
06;2020-09-06;0;0;0;0;0;0;89
06;2020-09-06;0;0;0;0;0;0;90
06;2020-09-06;2;3;5;71;65;136;0
07;2020-09-06;0;0;0;0;0;0;09
07;2020-09-06;0;0;0;0;0;0;19
07;2020-09-06;0;0;0;0;0;0;29
07;2020-09-06;0;0;0;0;0;0;39
07;2020-09-06;0;0;0;0;0;0;49
07;2020-09-06;0;0;0;1;0;1;59
07;2020-09-06;0;0;0;0;0;0;69
07;2020-09-06;0;0;0;0;0;0;79
07;2020-09-06;0;0;0;0;0;0;89
07;2020-09-06;0;0;0;0;0;0;90
07;2020-09-06;0;0;0;1;0;1;0
08;2020-09-06;0;0;0;0;0;0;09
08;2020-09-06;0;0;0;0;1;1;19
08;2020-09-06;0;0;0;0;0;0;29
08;2020-09-06;0;0;0;0;0;0;39
08;2020-09-06;0;0;0;0;1;1;49
08;2020-09-06;0;0;0;0;0;0;59
08;2020-09-06;0;0;0;0;1;1;69
08;2020-09-06;0;0;0;0;0;0;79
08;2020-09-06;0;0;0;0;0;0;89
08;2020-09-06;0;0;0;0;0;0;90
08;2020-09-06;0;0;0;0;3;3;0
11;2020-09-06;7;2;10;182;203;409;09
11;2020-09-06;16;16;33;209;198;432;19
11;2020-09-06;48;49;97;738;625;1364;29
11;2020-09-06;27;33;60;546;473;1020;39
11;2020-09-06;22;22;44;358;358;716;49
11;2020-09-06;23;20;43;285;318;603;59
11;2020-09-06;18;13;31;227;228;455;69
11;2020-09-06;7;5;12;136;130;266;79
11;2020-09-06;5;2;7;92;72;164;89
11;2020-09-06;3;0;3;55;22;77;90
11;2020-09-06;176;162;340;2830;2629;5510;0
24;2020-09-06;0;1;1;46;40;86;09
24;2020-09-06;3;0;3;33;41;75;19
24;2020-09-06;2;2;4;60;44;104;29
24;2020-09-06;2;2;4;65;46;111;39
24;2020-09-06;2;3;5;48;34;82;49
24;2020-09-06;0;0;0;42;31;73;59
24;2020-09-06;1;0;1;25;19;44;69
24;2020-09-06;0;0;0;18;27;45;79
24;2020-09-06;2;3;5;23;19;42;89
24;2020-09-06;0;1;1;16;6;22;90
24;2020-09-06;12;12;24;377;307;685;0
27;2020-09-06;3;0;3;51;50;101;09
27;2020-09-06;4;4;8;77;64;142;19
27;2020-09-06;2;11;13;95;99;194;29
27;2020-09-06;4;0;4;80;69;149;39
27;2020-09-06;4;4;8;90;71;161;49
27;2020-09-06;3;2;5;66;65;131;59
27;2020-09-06;0;0;0;44;59;103;69
27;2020-09-06;0;3;3;50;51;101;79
27;2020-09-06;0;1;1;42;34;76;89
27;2020-09-06;0;0;0;20;17;37;90
27;2020-09-06;20;25;45;615;579;1195;0
28;2020-09-06;2;4;6;106;108;224;09
28;2020-09-06;16;14;30;128;127;258;19
28;2020-09-06;25;15;40;209;150;359;29
28;2020-09-06;10;18;28;174;183;357;39
28;2020-09-06;7;7;14;118;137;256;49
28;2020-09-06;10;12;22;111;108;219;59
28;2020-09-06;5;7;12;69;74;143;69
28;2020-09-06;8;4;12;55;59;114;79
28;2020-09-06;7;1;8;76;35;111;89
28;2020-09-06;3;0;3;61;8;69;90
28;2020-09-06;93;82;175;1107;989;2110;0
32;2020-09-06;0;2;2;65;85;150;09
32;2020-09-06;3;10;13;88;93;182;19
32;2020-09-06;19;9;28;150;92;242;29
32;2020-09-06;7;9;16;99;93;192;39
32;2020-09-06;3;1;4;92;73;165;49
32;2020-09-06;1;5;6;66;76;142;59
32;2020-09-06;0;0;0;44;58;102;69
32;2020-09-06;0;1;1;33;38;71;79
32;2020-09-06;1;1;2;39;25;64;89
32;2020-09-06;0;0;0;22;6;28;90
32;2020-09-06;34;38;72;698;639;1338;0
44;2020-09-06;0;0;0;28;34;62;09
44;2020-09-06;2;2;4;53;73;126;19
44;2020-09-06;6;3;9;119;99;218;29
44;2020-09-06;0;1;1;70;74;146;39
44;2020-09-06;1;2;3;96;87;183;49
44;2020-09-06;1;2;3;62;82;144;59
44;2020-09-06;2;0;2;61;57;118;69
44;2020-09-06;1;0;1;35;44;79;79
44;2020-09-06;0;1;1;41;34;75;89
44;2020-09-06;1;0;1;23;4;27;90
44;2020-09-06;14;11;25;589;588;1179;0
52;2020-09-06;0;0;0;30;39;70;09
52;2020-09-06;1;3;4;47;52;100;19
52;2020-09-06;4;3;7;86;53;139;29
52;2020-09-06;1;1;2;63;42;105;39
52;2020-09-06;1;2;3;54;42;96;49
52;2020-09-06;0;3;3;45;50;95;59
52;2020-09-06;0;0;0;36;30;66;69
52;2020-09-06;0;0;0;26;32;58;79
52;2020-09-06;1;0;1;43;34;77;89
52;2020-09-06;0;0;0;16;9;25;90
52;2020-09-06;8;12;20;446;383;831;0
53;2020-09-06;0;2;2;58;93;152;09
53;2020-09-06;1;2;3;86;65;151;19
53;2020-09-06;4;9;13;105;96;201;29
53;2020-09-06;5;3;8;106;54;160;39
53;2020-09-06;4;3;7;84;66;150;49
53;2020-09-06;4;3;7;64;64;128;59
53;2020-09-06;3;2;5;50;42;92;69
53;2020-09-06;2;1;3;46;36;82;79
53;2020-09-06;1;0;1;39;19;58;89
53;2020-09-06;0;0;0;23;8;31;90
53;2020-09-06;24;25;49;661;544;1206;0
75;2020-09-06;0;1;1;65;102;167;09
75;2020-09-06;7;11;18;132;103;236;19
75;2020-09-06;28;33;61;263;221;485;29
75;2020-09-06;15;6;21;163;142;305;39
75;2020-09-06;11;9;20;159;127;286;49
75;2020-09-06;9;4;13;116;110;226;59
75;2020-09-06;2;2;4;66;56;122;69
75;2020-09-06;3;2;5;49;58;107;79
75;2020-09-06;4;5;9;56;42;98;89
75;2020-09-06;5;0;5;35;16;51;90
75;2020-09-06;84;73;157;1104;977;2083;0
76;2020-09-06;1;3;4;56;91;147;09
76;2020-09-06;11;12;23;109;118;228;19
76;2020-09-06;18;25;43;236;207;444;29
76;2020-09-06;5;17;22;146;145;291;39
76;2020-09-06;9;11;20;133;129;262;49
76;2020-09-06;4;4;8;105;92;197;59
76;2020-09-06;3;5;8;65;62;127;69
76;2020-09-06;4;5;9;60;74;134;79
76;2020-09-06;2;5;7;53;59;112;89
76;2020-09-06;0;1;1;32;13;45;90
76;2020-09-06;57;88;145;996;991;1989;0
84;2020-09-06;1;3;4;75;82;158;09
84;2020-09-06;6;11;17;116;105;223;19
84;2020-09-06;13;17;30;173;130;303;29
84;2020-09-06;7;7;14;171;124;295;39
84;2020-09-06;14;5;19;119;118;237;49
84;2020-09-06;3;2;5;110;97;207;59
84;2020-09-06;6;3;9;82;72;154;69
84;2020-09-06;1;4;5;63;73;136;79
84;2020-09-06;5;3;8;64;53;117;89
84;2020-09-06;6;0;6;70;10;80;90
84;2020-09-06;62;55;117;1043;864;1910;0
93;2020-09-06;4;9;13;62;82;144;09
93;2020-09-06;13;5;18;62;52;114;19
93;2020-09-06;13;11;24;101;74;175;29
93;2020-09-06;18;7;25;117;48;165;39
93;2020-09-06;6;7;13;83;55;138;49
93;2020-09-06;7;8;15;71;72;143;59
93;2020-09-06;6;9;15;63;74;137;69
93;2020-09-06;5;5;10;62;66;128;79
93;2020-09-06;3;4;7;96;55;151;89
93;2020-09-06;2;2;4;88;32;120;90
93;2020-09-06;77;67;144;805;610;1415;0
94;2020-09-06;0;0;0;2;3;5;09
94;2020-09-06;0;1;1;1;1;2;19
94;2020-09-06;0;0;0;15;2;17;29
94;2020-09-06;0;0;0;8;4;12;39
94;2020-09-06;0;2;2;3;7;10;49
94;2020-09-06;0;0;0;7;2;9;59
94;2020-09-06;0;0;0;4;5;9;69
94;2020-09-06;0;0;0;6;5;11;79
94;2020-09-06;1;0;1;9;5;14;89
94;2020-09-06;0;0;0;3;2;5;90
94;2020-09-06;1;3;4;58;36;94;0
01;2020-09-07;1;1;2;8;8;16;09
01;2020-09-07;10;13;23;34;47;81;19
01;2020-09-07;12;10;22;77;52;129;29
01;2020-09-07;30;15;45;97;73;170;39
01;2020-09-07;27;25;52;118;101;219;49
01;2020-09-07;23;15;38;125;76;201;59
01;2020-09-07;7;8;15;61;59;120;69
01;2020-09-07;2;1;3;20;20;40;79
01;2020-09-07;1;1;2;5;4;9;89
01;2020-09-07;0;0;0;0;0;0;90
01;2020-09-07;113;89;202;545;440;986;0
02;2020-09-07;0;0;0;16;10;26;09
02;2020-09-07;0;2;2;29;30;60;19
02;2020-09-07;3;1;4;59;48;107;29
02;2020-09-07;2;4;6;85;66;151;39
02;2020-09-07;2;1;3;67;46;113;49
02;2020-09-07;4;6;10;82;69;152;59
02;2020-09-07;1;1;2;54;48;102;69
02;2020-09-07;0;0;0;11;14;25;79
02;2020-09-07;1;0;1;7;3;10;89
02;2020-09-07;0;0;0;2;0;2;90
02;2020-09-07;13;15;28;413;334;749;0
03;2020-09-07;4;3;7;14;19;33;09
03;2020-09-07;1;2;3;45;47;92;19
03;2020-09-07;5;5;10;80;55;135;29
03;2020-09-07;4;3;7;66;48;116;39
03;2020-09-07;1;3;4;58;43;101;49
03;2020-09-07;1;3;4;65;65;130;59
03;2020-09-07;0;1;1;38;32;70;69
03;2020-09-07;0;0;0;11;8;19;79
03;2020-09-07;1;0;1;3;1;5;89
03;2020-09-07;0;0;0;1;0;1;90
03;2020-09-07;17;20;37;381;318;702;0
04;2020-09-07;3;1;4;110;110;220;09
04;2020-09-07;11;8;19;231;187;418;19
04;2020-09-07;7;11;18;242;153;395;29
04;2020-09-07;8;5;13;267;158;426;39
04;2020-09-07;11;5;16;222;162;385;49
04;2020-09-07;5;3;8;213;172;385;59
04;2020-09-07;4;6;10;161;182;343;69
04;2020-09-07;1;0;1;61;76;137;79
04;2020-09-07;0;0;0;26;24;50;89
04;2020-09-07;0;0;0;6;5;11;90
04;2020-09-07;50;39;89;1539;1229;2770;0
05;2020-09-07;0;0;0;0;0;0;09
05;2020-09-07;0;0;0;0;0;0;19
05;2020-09-07;0;0;0;0;0;0;29
05;2020-09-07;0;0;0;0;1;1;39
05;2020-09-07;0;0;0;1;0;1;49
05;2020-09-07;0;0;0;0;1;1;59
05;2020-09-07;0;0;0;0;0;0;69
05;2020-09-07;0;0;0;0;0;0;79
05;2020-09-07;0;0;0;0;0;0;89
05;2020-09-07;0;0;0;0;0;0;90
05;2020-09-07;0;0;0;1;2;3;0
06;2020-09-07;0;0;0;3;1;4;09
06;2020-09-07;4;2;6;23;23;46;19
06;2020-09-07;5;5;10;40;23;63;29
06;2020-09-07;4;2;6;25;27;52;39
06;2020-09-07;2;2;4;31;21;52;49
06;2020-09-07;2;1;3;13;8;21;59
06;2020-09-07;0;0;0;5;5;10;69
06;2020-09-07;0;0;0;1;2;3;79
06;2020-09-07;0;0;0;0;0;0;89
06;2020-09-07;0;0;0;0;0;0;90
06;2020-09-07;17;12;29;141;110;251;0
07;2020-09-07;0;0;0;0;0;0;09
07;2020-09-07;0;0;0;0;0;0;19
07;2020-09-07;0;0;0;1;0;1;29
07;2020-09-07;0;0;0;1;3;4;39
07;2020-09-07;0;0;0;2;2;4;49
07;2020-09-07;0;0;0;1;0;1;59
07;2020-09-07;0;0;0;1;1;2;69
07;2020-09-07;0;0;0;1;1;2;79
07;2020-09-07;0;0;0;0;0;0;89
07;2020-09-07;0;0;0;0;0;0;90
07;2020-09-07;0;0;0;7;7;14;0
08;2020-09-07;0;0;0;0;0;0;09
08;2020-09-07;0;0;0;2;3;6;19
08;2020-09-07;1;1;2;4;2;6;29
08;2020-09-07;2;0;2;4;2;6;39
08;2020-09-07;1;0;1;6;5;11;49
08;2020-09-07;1;0;1;2;2;4;59
08;2020-09-07;0;0;0;1;2;3;69
08;2020-09-07;1;0;1;2;1;3;79
08;2020-09-07;0;1;1;1;1;2;89
08;2020-09-07;0;0;0;0;0;0;90
08;2020-09-07;6;2;8;22;18;41;0
11;2020-09-07;54;41;99;1028;1067;2179;09
11;2020-09-07;139;128;281;1210;1262;2553;19
11;2020-09-07;439;369;812;4172;3263;7464;29
11;2020-09-07;248;252;501;3501;2899;6408;39
11;2020-09-07;205;151;357;2679;2136;4828;49
11;2020-09-07;159;130;290;2395;1872;4281;59
11;2020-09-07;91;78;170;1654;1457;3130;69
11;2020-09-07;44;55;99;833;788;1627;79
11;2020-09-07;19;13;32;556;335;894;89
11;2020-09-07;11;3;14;267;84;351;90
11;2020-09-07;1409;1221;2657;18305;15179;33743;0
24;2020-09-07;10;4;15;242;229;493;09
24;2020-09-07;16;18;35;307;282;600;19
24;2020-09-07;25;43;68;538;447;987;29
24;2020-09-07;20;22;42;554;464;1019;39
24;2020-09-07;18;14;32;523;359;883;49
24;2020-09-07;14;14;28;468;348;817;59
24;2020-09-07;10;12;22;313;295;608;69
24;2020-09-07;1;4;5;185;202;387;79
24;2020-09-07;5;0;5;173;102;275;89
24;2020-09-07;4;0;4;121;30;151;90
24;2020-09-07;123;131;256;3427;2758;6223;0
27;2020-09-07;8;5;13;348;388;742;09
27;2020-09-07;20;19;39;329;338;674;19
27;2020-09-07;24;40;64;603;430;1033;29
27;2020-09-07;23;18;41;580;417;998;39
27;2020-09-07;21;14;35;454;353;807;49
27;2020-09-07;16;9;25;460;369;829;59
27;2020-09-07;7;5;12;382;335;717;69
27;2020-09-07;11;2;13;272;275;547;79
27;2020-09-07;9;2;11;206;127;333;89
27;2020-09-07;6;2;8;98;35;133;90
27;2020-09-07;145;116;261;3733;3067;6814;0
28;2020-09-07;11;6;18;344;366;724;09
28;2020-09-07;14;29;43;334;343;692;19
28;2020-09-07;45;46;91;564;452;1017;29
28;2020-09-07;34;19;53;598;492;1092;39
28;2020-09-07;33;16;49;492;375;868;49
28;2020-09-07;20;14;34;433;329;765;59
28;2020-09-07;9;9;18;322;331;654;69
28;2020-09-07;9;6;15;225;204;430;79
28;2020-09-07;4;2;6;168;127;295;89
28;2020-09-07;2;0;2;77;25;102;90
28;2020-09-07;181;147;329;3558;3044;6640;0
32;2020-09-07;31;22;57;1007;1078;2101;09
32;2020-09-07;145;133;284;1343;1404;2765;19
32;2020-09-07;195;211;408;1949;1554;3525;29
32;2020-09-07;85;80;166;1727;1330;3070;39
32;2020-09-07;81;95;177;1618;1259;2897;49
32;2020-09-07;56;45;101;1241;1001;2256;59
32;2020-09-07;27;35;63;801;705;1516;69
32;2020-09-07;23;17;40;534;471;1012;79
32;2020-09-07;13;9;22;336;185;521;89
32;2020-09-07;9;3;12;114;34;148;90
32;2020-09-07;666;650;1331;10671;9021;19812;0
44;2020-09-07;7;15;22;929;1187;2142;09
44;2020-09-07;26;17;43;869;800;1679;19
44;2020-09-07;44;44;89;1462;1101;2565;29
44;2020-09-07;37;24;61;1551;1129;2681;39
44;2020-09-07;25;14;39;1101;886;1987;49
44;2020-09-07;25;21;46;1099;947;2049;59
44;2020-09-07;10;10;20;806;771;1577;69
44;2020-09-07;8;17;25;518;613;1131;79
44;2020-09-07;3;5;8;382;264;648;89
44;2020-09-07;2;1;3;172;60;232;90
44;2020-09-07;187;169;357;8889;7759;16692;0
52;2020-09-07;15;11;26;407;484;935;09
52;2020-09-07;47;50;98;591;598;1217;19
52;2020-09-07;48;55;103;941;823;1764;29
52;2020-09-07;24;22;46;848;660;1508;39
52;2020-09-07;25;24;49;725;545;1275;49
52;2020-09-07;19;21;40;573;439;1012;59
52;2020-09-07;10;18;28;415;390;806;69
52;2020-09-07;6;1;7;318;310;629;79
52;2020-09-07;6;1;7;211;169;380;89
52;2020-09-07;0;0;0;115;32;147;90
52;2020-09-07;200;203;404;5144;4450;9676;0
53;2020-09-07;5;9;14;428;506;982;09
53;2020-09-07;37;20;57;425;465;909;19
53;2020-09-07;46;44;90;784;646;1438;29
53;2020-09-07;21;18;39;674;485;1159;39
53;2020-09-07;17;9;26;506;455;961;49
53;2020-09-07;10;16;26;487;357;844;59
53;2020-09-07;11;5;16;331;313;644;69
53;2020-09-07;3;2;5;249;233;482;79
53;2020-09-07;5;1;6;156;93;249;89
53;2020-09-07;2;0;2;60;23;83;90
53;2020-09-07;157;124;281;4101;3576;7752;0
75;2020-09-07;20;11;33;670;672;1373;09
75;2020-09-07;44;55;100;876;941;1839;19
75;2020-09-07;114;129;243;1512;1420;2937;29
75;2020-09-07;61;68;129;1417;1159;2577;39
75;2020-09-07;53;43;96;1309;997;2308;49
75;2020-09-07;68;37;105;1128;913;2041;59
75;2020-09-07;22;30;52;705;710;1416;69
75;2020-09-07;13;13;26;486;492;978;79
75;2020-09-07;17;8;26;329;206;536;89
75;2020-09-07;23;6;29;203;62;265;90
75;2020-09-07;435;400;839;8637;7576;16278;0
76;2020-09-07;18;20;39;635;702;1422;09
76;2020-09-07;61;73;134;831;925;1796;19
76;2020-09-07;123;140;263;1718;1413;3138;29
76;2020-09-07;79;75;154;1699;1241;2943;39
76;2020-09-07;75;45;121;1421;1106;2529;49
76;2020-09-07;79;49;128;1334;987;2323;59
76;2020-09-07;30;38;68;888;832;1720;69
76;2020-09-07;23;19;42;675;650;1326;79
76;2020-09-07;25;11;36;483;297;781;89
76;2020-09-07;22;6;28;297;88;385;90
76;2020-09-07;536;476;1014;9986;8246;18373;0
84;2020-09-07;34;30;65;1018;1029;2069;09
84;2020-09-07;81;85;168;1006;1179;2199;19
84;2020-09-07;160;206;366;2051;1735;3788;29
84;2020-09-07;124;100;224;1996;1504;3502;39
84;2020-09-07;78;75;153;1526;1307;2834;49
84;2020-09-07;96;76;172;1475;1196;2672;59
84;2020-09-07;44;48;92;940;896;1836;69
84;2020-09-07;27;21;48;788;697;1487;79
84;2020-09-07;16;19;35;570;314;885;89
84;2020-09-07;12;10;22;387;108;497;90
84;2020-09-07;672;670;1346;11761;9969;21778;0
93;2020-09-07;39;40;79;639;753;1409;09
93;2020-09-07;81;82;163;877;932;1815;19
93;2020-09-07;191;148;340;1676;1309;2986;29
93;2020-09-07;143;103;246;1869;1382;3252;39
93;2020-09-07;117;113;230;1655;1148;2805;49
93;2020-09-07;126;86;212;1615;1184;2800;59
93;2020-09-07;86;64;151;1075;1140;2218;69
93;2020-09-07;48;38;86;848;717;1565;79
93;2020-09-07;26;23;49;573;362;935;89
93;2020-09-07;12;5;17;413;107;521;90
93;2020-09-07;869;702;1573;11246;9040;20318;0
94;2020-09-07;0;3;3;33;48;82;09
94;2020-09-07;0;5;5;57;50;108;19
94;2020-09-07;13;12;25;160;128;288;29
94;2020-09-07;8;6;14;188;112;300;39
94;2020-09-07;6;8;14;140;127;267;49
94;2020-09-07;4;8;12;131;118;249;59
94;2020-09-07;5;4;9;121;99;220;69
94;2020-09-07;0;6;6;72;60;132;79
94;2020-09-07;1;1;2;23;34;57;89
94;2020-09-07;0;0;0;5;2;7;90
94;2020-09-07;37;53;90;930;778;1710;0
01;2020-09-08;2;6;8;6;16;22;09
01;2020-09-08;10;6;16;32;33;65;19
01;2020-09-08;17;18;35;62;62;124;29
01;2020-09-08;23;17;40;95;52;147;39
01;2020-09-08;23;13;36;98;70;168;49
01;2020-09-08;23;23;46;94;87;181;59
01;2020-09-08;12;21;33;50;70;120;69
01;2020-09-08;4;3;7;16;11;27;79
01;2020-09-08;3;0;3;5;2;7;89
01;2020-09-08;0;0;0;0;0;0;90
01;2020-09-08;117;107;224;458;403;861;0
02;2020-09-08;1;0;1;20;12;35;09
02;2020-09-08;1;2;3;32;31;63;19
02;2020-09-08;4;0;4;50;33;83;29
02;2020-09-08;2;2;4;55;50;106;39
02;2020-09-08;1;0;1;57;38;95;49
02;2020-09-08;3;2;6;70;38;109;59
02;2020-09-08;5;0;5;49;36;86;69
02;2020-09-08;0;1;1;22;14;36;79
02;2020-09-08;1;0;1;4;4;8;89
02;2020-09-08;0;0;0;0;0;0;90
02;2020-09-08;18;7;26;360;256;622;0
03;2020-09-08;0;1;1;12;20;33;09
03;2020-09-08;1;1;2;44;37;81;19
03;2020-09-08;6;3;9;68;53;125;29
03;2020-09-08;1;3;4;61;45;107;39
03;2020-09-08;3;5;8;51;44;97;49
03;2020-09-08;1;2;3;40;36;76;59
03;2020-09-08;1;2;3;22;25;47;69
03;2020-09-08;1;0;1;4;7;11;79
03;2020-09-08;0;0;0;5;2;7;89
03;2020-09-08;0;0;0;1;0;1;90
03;2020-09-08;14;17;31;308;269;585;0
04;2020-09-08;4;6;10;123;115;239;09
04;2020-09-08;13;9;22;225;238;463;19
04;2020-09-08;6;7;13;199;171;371;29
04;2020-09-08;6;4;10;269;183;452;39
04;2020-09-08;10;6;16;190;171;362;49
04;2020-09-08;16;10;26;193;157;350;59
04;2020-09-08;3;2;5;110;116;227;69
04;2020-09-08;0;1;1;43;64;108;79
04;2020-09-08;1;0;1;25;19;44;89
04;2020-09-08;0;0;0;8;3;11;90
04;2020-09-08;59;45;104;1385;1237;2627;0
05;2020-09-08;0;0;0;0;0;0;09
05;2020-09-08;0;0;0;1;0;1;19
05;2020-09-08;0;0;0;0;0;0;29
05;2020-09-08;0;0;0;0;0;0;39
05;2020-09-08;0;0;0;0;1;1;49
05;2020-09-08;0;0;0;0;0;0;59
05;2020-09-08;0;0;0;0;0;0;69
05;2020-09-08;0;0;0;0;0;0;79
05;2020-09-08;0;0;0;0;0;0;89
05;2020-09-08;0;0;0;0;0;0;90
05;2020-09-08;0;0;0;1;1;2;0
06;2020-09-08;0;0;0;4;3;7;09
06;2020-09-08;1;3;4;29;43;72;19
06;2020-09-08;1;1;2;54;54;108;29
06;2020-09-08;2;2;4;39;44;83;39
06;2020-09-08;1;2;3;20;24;44;49
06;2020-09-08;2;0;2;12;11;23;59
06;2020-09-08;0;0;0;3;5;8;69
06;2020-09-08;0;0;0;1;3;4;79
06;2020-09-08;0;0;0;0;1;1;89
06;2020-09-08;0;0;0;0;0;0;90
06;2020-09-08;7;8;15;162;188;350;0
07;2020-09-08;0;0;0;0;0;0;09
07;2020-09-08;0;0;0;0;0;0;19
07;2020-09-08;0;0;0;2;1;3;29
07;2020-09-08;0;0;0;3;1;4;39
07;2020-09-08;0;1;1;2;2;4;49
07;2020-09-08;0;0;0;1;3;4;59
07;2020-09-08;0;0;0;0;0;0;69
07;2020-09-08;0;0;0;0;0;0;79
07;2020-09-08;0;0;0;0;1;1;89
07;2020-09-08;0;0;0;0;0;0;90
07;2020-09-08;0;1;1;8;8;16;0
08;2020-09-08;0;0;0;0;0;1;09
08;2020-09-08;0;0;0;2;0;2;19
08;2020-09-08;0;0;0;1;2;3;29
08;2020-09-08;1;0;1;7;4;11;39
08;2020-09-08;2;0;2;2;7;9;49
08;2020-09-08;2;2;4;10;8;18;59
08;2020-09-08;0;0;0;1;4;5;69
08;2020-09-08;0;0;0;0;0;0;79
08;2020-09-08;0;0;0;0;0;0;89
08;2020-09-08;0;0;0;0;0;0;90
08;2020-09-08;5;2;7;23;25;49;0
11;2020-09-08;51;40;98;1179;1305;2571;09
11;2020-09-08;126;103;234;1271;1149;2465;19
11;2020-09-08;398;340;740;3974;3035;7024;29
11;2020-09-08;235;218;454;3474;2843;6330;39
11;2020-09-08;196;124;320;2656;2004;4676;49
11;2020-09-08;150;117;267;2055;1718;3780;59
11;2020-09-08;75;68;143;1353;1254;2617;69
11;2020-09-08;18;24;42;673;617;1291;79
11;2020-09-08;18;17;35;424;264;689;89
11;2020-09-08;13;5;18;295;82;378;90
11;2020-09-08;1280;1057;2352;17357;14289;31843;0
24;2020-09-08;1;11;12;266;269;556;09
24;2020-09-08;22;20;42;331;361;704;19
24;2020-09-08;23;44;67;587;486;1074;29
24;2020-09-08;17;13;30;611;489;1100;39
